Name,Low IP,High IP,Malware Type,Confidence,Severity,ASN,Org,Country,Description,Last Seen
68.183.216.174,68.183.216.174,68.183.216.174,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
68.186.192.69,68.186.192.69,68.186.192.69,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
68.204.7.158,68.204.7.158,68.204.7.158,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
69.30.186.190,69.30.186.190,69.30.186.190,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
69.30.190.105,69.30.190.105,69.30.190.105,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
69.64.50.41,69.64.50.41,69.64.50.41,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
69.80.113.148,69.80.113.148,69.80.113.148,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
70.37.217.196,70.37.217.196,70.37.217.196,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
70.93.80.154,70.93.80.154,70.93.80.154,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
71.74.12.34,71.74.12.34,71.74.12.34,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
71.80.168.245,71.80.168.245,71.80.168.245,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
72.173.78.211,72.173.78.211,72.173.78.211,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
72.252.201.69,72.252.201.69,72.252.201.69,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
72.52.96.202,72.52.96.202,72.52.96.202,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
73.130.180.25,73.130.180.25,73.130.180.25,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
73.140.38.124,73.140.38.124,73.140.38.124,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
73.151.236.31,73.151.236.31,73.151.236.31,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
73.230.205.91,73.230.205.91,73.230.205.91,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
73.25.109.183,73.25.109.183,73.25.109.183,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
73.25.124.140,73.25.124.140,73.25.124.140,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
73.52.50.32,73.52.50.32,73.52.50.32,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
73.77.87.137,73.77.87.137,73.77.87.137,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
74.63.218.139,74.63.218.139,74.63.218.139,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
74.72.237.54,74.72.237.54,74.72.237.54,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
75.131.217.182,75.131.217.182,75.131.217.182,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
75.163.81.130,75.163.81.130,75.163.81.130,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
75.169.58.229,75.169.58.229,75.169.58.229,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
75.176.235.182,75.176.235.182,75.176.235.182,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
75.188.35.168,75.188.35.168,75.188.35.168,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
75.66.88.33,75.66.88.33,75.66.88.33,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
75.75.179.226,75.75.179.226,75.75.179.226,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
75.89.195.186,75.89.195.186,75.89.195.186,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
76.25.142.196,76.25.142.196,76.25.142.196,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
76.84.225.21,76.84.225.21,76.84.225.21,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
76.84.230.103,76.84.230.103,76.84.230.103,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
77.232.163.203,77.232.163.203,77.232.163.203,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
77.255.12.88,77.255.12.88,77.255.12.88,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
77.31.162.93,77.31.162.93,77.31.162.93,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
77.57.204.78,77.57.204.78,77.57.204.78,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
78.105.213.151,78.105.213.151,78.105.213.151,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
78.179.137.102,78.179.137.102,78.179.137.102,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
78.191.24.189,78.191.24.189,78.191.24.189,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
78.191.36.142,78.191.36.142,78.191.36.142,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
78.191.38.33,78.191.38.33,78.191.38.33,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
78.191.44.76,78.191.44.76,78.191.44.76,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
78.191.58.219,78.191.58.219,78.191.58.219,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
79.143.186.143,79.143.186.143,79.143.186.143,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
79.160.207.214,79.160.207.214,79.160.207.214,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
79.172.201.113,79.172.201.113,79.172.201.113,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
79.172.255.198,79.172.255.198,79.172.255.198,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
80.211.40.191,80.211.40.191,80.211.40.191,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
80.6.192.58,80.6.192.58,80.6.192.58,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
81.0.236.89,81.0.236.89,81.0.236.89,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
81.213.59.22,81.213.59.22,81.213.59.22,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
81.214.126.173,81.214.126.173,81.214.126.173,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
81.241.252.59,81.241.252.59,81.241.252.59,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
81.250.153.227,81.250.153.227,81.250.153.227,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
85.109.229.54,85.109.229.54,85.109.229.54,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
85.219.187.72,85.219.187.72,85.219.187.72,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
85.226.176.123,85.226.176.123,85.226.176.123,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
85.254.196.150,85.254.196.150,85.254.196.150,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
85.54.179.210,85.54.179.210,85.54.179.210,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
85.88.174.94,85.88.174.94,85.88.174.94,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
86.120.85.209,86.120.85.209,86.120.85.209,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
86.152.43.219,86.152.43.219,86.152.43.219,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
86.220.112.26,86.220.112.26,86.220.112.26,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
86.8.177.143,86.8.177.143,86.8.177.143,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
86.97.8.178,86.97.8.178,86.97.8.178,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
86.98.1.197,86.98.1.197,86.98.1.197,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
87.109.246.232,87.109.246.232,87.109.246.232,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
87.242.20.233,87.242.20.233,87.242.20.233,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
87.97.178.92,87.97.178.92,87.97.178.92,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
87.99.107.124,87.99.107.124,87.99.107.124,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
88.226.225.168,88.226.225.168,88.226.225.168,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
89.101.97.139,89.101.97.139,89.101.97.139,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
89.137.52.44,89.137.52.44,89.137.52.44,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
91.178.126.51,91.178.126.51,91.178.126.51,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
91.207.28.33,91.207.28.33,91.207.28.33,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
91.235.129.8,91.235.129.8,91.235.129.8,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
91.243.125.5,91.243.125.5,91.243.125.5,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
91.83.88.122,91.83.88.122,91.83.88.122,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
92.247.29.75,92.247.29.75,92.247.29.75,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
92.38.128.47,92.38.128.47,92.38.128.47,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
92.59.35.196,92.59.35.196,92.59.35.196,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
93.48.58.123,93.48.58.123,93.48.58.123,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
93.48.80.198,93.48.80.198,93.48.80.198,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
93.8.66.216,93.8.66.216,93.8.66.216,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
94.200.181.154,94.200.181.154,94.200.181.154,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
94.23.24.82,94.23.24.82,94.23.24.82,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
94.28.78.200,94.28.78.200,94.28.78.200,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
94.60.254.81,94.60.254.81,94.60.254.81,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
95.248.201.245,95.248.201.245,95.248.201.245,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
95.77.223.148,95.77.223.148,95.77.223.148,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
96.21.251.127,96.21.251.127,96.21.251.127,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
96.246.158.154,96.246.158.154,96.246.158.154,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
96.37.113.36,96.37.113.36,96.37.113.36,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
96.46.103.226,96.46.103.226,96.46.103.226,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
96.57.188.174,96.57.188.174,96.57.188.174,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
97.107.134.115,97.107.134.115,97.107.134.115,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
97.98.130.50,97.98.130.50,97.98.130.50,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
98.157.235.126,98.157.235.126,98.157.235.126,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
98.203.26.168,98.203.26.168,98.203.26.168,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
98.22.92.139,98.22.92.139,98.22.92.139,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
